YEAR,MONTH,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,SOURCE,TOR_F_SCALE,DEATHS_DIRECT,DEATHS_INDIRECT,INJURIES_DIRECT,INJURIES_INDIRECT,DAMAGE_PROPERTY,DAMAGE_CROPS,RADAR_DIST,RADAR_2026
2001,6,35.95,-89.45,35.95,-89.45,NWS STORM SURVEY,F0,0,0,0,0,0.0,1000.0,77.41444099921281,True
2001,5,42.91667,-84.66667,42.91667,-84.66667,NWS STORM SURVEY,F1,0,0,0,0,300000.0,100000.0,71.57307244764365,True
2001,5,43.28333,-84.61667,43.28333,-84.61667,NWS STORM SURVEY,F0,0,0,0,0,25000.0,25000.0,86.9291186449609,True
2001,5,42.83333,-85.25,42.83333,-85.25,NWS STORM SURVEY,F0,0,0,0,0,100000.0,50000.0,24.958893299469658,True
2001,5,39.66667,-98.06667,39.66667,-98.06667,LAW ENFORCEMENT,F0,0,0,0,0,0.0,0.0,79.45408801312699,True
2001,6,43.25,-84.1,43.25,-84.03333,BROADCAST MEDIA,F0,0,0,0,0,5000.0,5000.0,79.70837818074544,True
2001,7,37.15,-84.65,36.98333,-84.5,LAW ENFORCEMENT,F1,0,0,0,0,350000.0,0.0,127.90936559241376,True
2001,7,36.93333,-84.33333,36.98333,-84.26667,LAW ENFORCEMENT,F0,0,0,0,0,0.0,0.0,116.17863552623363,True
2001,6,28.05,-82.31667,28.05,-82.31667,NWS STORM SURVEY,F0,0,0,0,0,20000.0,0.0,39.237792399689724,True
2001,7,42.18333,-98.75,42.18333,-98.75,LAW ENFORCEMENT,F0,0,0,0,0,50000.0,6000.0,152.80538100128592,True
2001,7,39.51667,-88.71667,39.51667,-88.71667,GENERAL PUBLIC,F0,0,0,0,0,0.0,0.0,88.15181910689704,True
2001,7,42.43333,-98.56667,42.43333,-98.56667,AMATEUR RADIO,F0,0,0,0,0,25000.0,25000.0,173.774329984158,True
2001,8,41.13333,-94.91667,41.13333,-94.91667,LAW ENFORCEMENT,F1,0,0,0,0,200000.0,20000.0,119.67864585672982,True
2001,7,26.95,-81.98333,26.95,-81.98333,EMERGENCY MANAGER,F0,0,0,0,0,5000.0,0.0,93.61082508787801,True
2001,7,27.66667,-82.71667,27.66667,-82.71667,TRAINED SPOTTER,F0,0,0,0,0,0.0,0.0,31.28536686279514,True
2001,6,40.66667,-97.56667,40.66667,-97.56667,LAW ENFORCEMENT,F0,0,0,0,0,0.0,0.0,83.40736866906846,True
2001,7,27.51667,-82.58333,27.51667,-82.58333,NWS STORM SURVEY,F1,0,0,0,0,100000.0,0.0,27.55409587620709,True
2001,8,39.6,-103.01667,39.6,-103.01667,STORM CHASER,F0,0,0,0,0,0.0,0.0,115.90794062958436,True
2001,6,40.16667,-97.46667,40.2,-97.46667,LAW ENFORCEMENT,F0,0,0,0,0,0.0,500000.0,84.53224007360907,True
2001,7,39.31667,-74.6,39.33333,-74.56667,NWS STORM SURVEY,F1,0,0,0,0,15000.0,0.0,71.93290639839675,True
2001,9,40.83333,-92.73333,40.83333,-92.73333,LAW ENFORCEMENT,F1,0,0,0,0,5000.0,5000.0,129.62099555245098,True
2001,6,40.01667,-97.38333,40.01667,-97.38333,OTHER FEDERAL AGENCY,F0,0,0,0,0,0.0,0.0,96.09686850888022,True
2001,9,42.68333,-91.76667,42.76667,-91.63333,NWS STORM SURVEY,F1,0,0,0,0,25000.0,15000.0,135.00165757417864,True
2001,8,34.9,-110.16667,34.9,-110.16667,NWS EMPLOYEE(OFF DUTY),F0,0,0,0,0,0.0,0.0,100.99416648575179,True
2001,7,40.95,-103.11667,40.95,-103.11667,GENERAL PUBLIC,F0,0,0,0,0,0.0,0.0,143.4331734033788,True
2001,10,29.36667,-99.16667,29.35,-99.15,NWS STORM SURVEY,F2,0,0,25,0,20000000.0,50000.0,108.47088526906866,True
2001,10,29.05,-99.3,29.01667,-99.26667,NWS STORM SURVEY,F1,0,0,0,0,200000.0,0.0,98.34780217220488,True
2001,7,40.15,-102.95,40.15,-102.95,AIRPLANE PILOT,F0,0,0,0,0,0.0,0.0,137.81530412101736,True
2001,7,26.93333,-82.05,26.93333,-82.05,EMERGENCY MANAGER,F0,0,0,0,0,3000.0,0.0,92.61014802290462,True
2001,8,33.6,-86.16667,33.63333,-86.13333,NWS STORM SURVEY,F1,0,0,0,0,75000.0,0.0,73.48804659595272,True
2001,7,40.16667,-103.61667,40.16667,-103.61667,GENERAL PUBLIC,F0,0,0,0,0,0.0,0.0,89.74205502717919,True
2001,10,29.38333,-99.46667,29.38333,-99.46667,NWS STORM SURVEY,F0,0,0,0,0,30000.0,0.0,79.82974339729181,True
2001,8,42.66667,-88.0,42.71667,-87.93333,LAW ENFORCEMENT,F1,0,0,0,0,25000.0,10000.0,56.01268044171931,True
2001,7,40.23333,-103.58333,40.23333,-103.58333,GENERAL PUBLIC,F0,0,0,0,0,0.0,0.0,95.84536619770799,True
2001,9,42.7,-92.56667,42.78333,-92.41667,EMERGENCY MANAGER,F2,0,0,0,0,100000.0,10000.0,143.77862874468565,True
2001,9,42.68333,-92.58333,42.7,-92.56667,TRAINED SPOTTER,F1,0,0,0,0,75000.0,10000.0,141.48962015761734,True
2001,9,41.13333,-93.4,41.13333,-93.4,NWS STORM SURVEY,F0,0,0,0,0,50000.0,5000.0,71.71141083610344,True
2001,6,40.01667,-97.41667,40.0,-97.46667,GENERAL PUBLIC,F1,0,0,0,0,500000.0,2000000.0,93.45061173738213,True
2001,6,40.31667,-99.73333,40.31667,-99.71667,NEWSPAPER,F0,0,0,0,0,8000.0,0.0,109.48574114544498,True
2001,8,39.75,-104.48333,39.75,-104.48333,TRAINED SPOTTER,F0,0,0,0,0,0.0,0.0,6.71544406181902,True
2001,8,39.75,-104.43333,39.75,-104.43333,TRAINED SPOTTER,F0,0,0,0,0,0.0,0.0,10.4399683028431,True
2001,7,40.05,-97.46667,40.06667,-97.43333,LAW ENFORCEMENT,F1,0,0,0,0,50000.0,5000.0,88.15070277769208,True
2001,7,37.73333,-83.03333,37.73333,-83.03333,EMERGENCY MANAGER,F0,0,0,0,0,0.0,0.0,29.2802343312288,True
2001,8,40.11667,-87.98333,40.11667,-87.98333,BROADCAST MEDIA,F0,0,0,0,0,0.0,0.0,115.1225413054128,True
2001,7,39.56667,-88.6,39.56667,-88.6,LAW ENFORCEMENT,F0,0,0,0,0,0.0,0.0,90.384270257155,True
2001,7,28.73333,-82.35,28.73333,-82.35,NEWSPAPER,F0,0,0,0,0,75000.0,0.0,114.42826964532053,True
2001,11,30.1,-98.26667,30.11667,-98.25,LAW ENFORCEMENT,F0,0,0,1,0,50000.0,0.0,49.649237426364344,True
2001,11,34.45,-86.51667,34.45,-86.51667,NWS STORM SURVEY,F2,0,0,7,0,400000.0,0.0,66.50525084213103,True
2001,11,33.28333,-87.1,33.28333,-87.08333,NWS STORM SURVEY,F0,0,0,0,0,1000.0,0.0,33.12374281931531,True
2001,11,30.35,-97.66667,30.38333,-97.65,LAW ENFORCEMENT,F0,0,0,0,0,30000.0,0.0,49.46910176559724,True
2001,11,34.23333,-86.9,34.25,-86.86667,NWS STORM SURVEY,F1,0,0,0,0,75000.0,0.0,107.6858718968289,True
2001,11,32.21667,-87.9,32.23333,-87.9,GOVT OFFICIAL,F0,0,0,0,0,4000.0,0.0,149.89774933279583,True
2001,11,31.88333,-86.11667,31.88333,-86.11667,EMERGENCY MANAGER,F0,0,0,0,0,2000.0,0.0,77.96864766787351,True
2001,10,39.88333,-88.75,39.88333,-88.75,NWS STORM SURVEY,F2,0,0,0,0,2200000.0,0.0,58.133708641330166,True
2001,10,40.03333,-88.58333,40.05,-88.55,LAW ENFORCEMENT,F0,0,0,0,0,0.0,0.0,65.40381460338729,True
2001,11,36.5,-88.45,36.65,-88.36667,NWS STORM SURVEY,F2,0,0,4,0,750000.0,80000.0,69.39483903180891,True
2001,11,33.61667,-87.95,33.86667,-87.56667,NWS STORM SURVEY,F3,0,0,0,0,800000.0,0.0,46.90300941524956,True
2001,11,29.78333,-98.8,29.83333,-98.73333,BROADCAST MEDIA,F0,0,0,2,0,100000.0,0.0,74.99488410538007,True
2001,11,29.78333,-98.81667,29.83333,-98.8,LAW ENFORCEMENT,F0,0,0,0,0,10000.0,0.0,76.59336204578995,True
2001,11,34.25,-85.76667,34.33333,-85.68333,NWS STORM SURVEY,F2,2,0,4,0,300000.0,0.0,81.0444847979653,True
2001,11,33.91667,-86.43333,34.05,-86.35,NWS STORM SURVEY,F4,0,0,22,0,800000.0,0.0,88.48391072192682,True
2001,11,34.38333,-85.91667,34.45,-85.81667,NWS STORM SURVEY,F2,0,0,0,0,100000.0,0.0,62.734654914430344,True
2001,11,33.26667,-86.15,33.36667,-86.01667,NWS STORM SURVEY,F2,0,0,0,0,230000.0,0.0,58.602816183775666,True
2001,11,33.58333,-86.28333,33.61667,-86.23333,NWS STORM SURVEY,F2,0,0,2,0,500000.0,0.0,64.28285650421343,True
2001,11,33.65,-86.56667,33.68333,-86.53333,NWS STORM SURVEY,F2,0,0,1,0,200000.0,0.0,56.39998509785224,True
2001,11,30.23333,-97.75,30.26667,-97.73333,NWS STORM SURVEY,F1,0,0,0,0,100000.0,0.0,64.68321314423267,True
2001,11,30.23333,-97.7,30.25,-97.65,NWS STORM SURVEY,F1,0,0,0,0,80000.0,0.0,62.230585696044294,True
2001,11,28.88333,-97.93333,28.88333,-97.93333,LAW ENFORCEMENT,F0,0,0,0,0,0.0,0.0,91.72635008918526,True
2001,11,28.88333,-98.06667,28.93333,-98.03333,GENERAL PUBLIC,F1,0,0,0,0,120000.0,30000.0,91.33454323972971,True
2001,10,32.1,-87.76667,32.21667,-87.75,NWS STORM SURVEY,F1,0,0,0,0,40000.0,0.0,151.39837753419627,True
2001,11,34.1,-86.88333,34.1,-86.86667,NWS STORM SURVEY,F0,0,0,0,0,1000.0,0.0,103.73014251170027,True
2001,11,33.0,-87.6,33.0,-87.61667,NWS STORM SURVEY,F0,0,0,0,0,7000.0,0.0,79.68044589442262,True
2001,11,29.98333,-98.03333,30.01667,-98.03333,NEWSPAPER,F0,0,0,0,0,50000.0,0.0,31.0578698271563,True
2001,11,32.48333,-86.58333,32.63333,-86.51667,NWS STORM SURVEY,F1,0,0,0,0,40000.0,0.0,74.6498951192882,True
2001,11,33.35,-87.68333,33.38333,-87.66667,NWS STORM SURVEY,F1,0,0,0,0,25000.0,0.0,85.29004658385888,True
2001,11,33.51667,-88.05,33.61667,-87.95,NWS STORM SURVEY,F3,2,0,1,0,600000.0,0.0,49.54408551152662,True
2001,11,26.7,-80.66667,26.68333,-80.66667,GENERAL PUBLIC,F1,0,0,0,0,8000.0,2000.0,123.75766149705228,True
2001,11,33.53333,-88.05,33.53333,-88.05,NWS STORM SURVEY,F3,0,0,0,0,2000.0,0.0,47.97153801563137,True
2001,9,43.73333,-120.3,43.81667,-120.28333,TRAINED SPOTTER,F0,0,0,0,0,0.0,0.0,245.83521898091587,True
2001,10,40.15,-88.3,40.16667,-88.28333,NWS STORM SURVEY,F1,0,0,2,0,500000.0,0.0,88.11892942158896,True
2001,11,33.16667,-86.31667,33.2,-86.28333,NWS STORM SURVEY,F2,0,0,15,0,800000.0,0.0,42.17237029096347,True
2001,11,30.46667,-97.58333,30.46667,-97.58333,GENERAL PUBLIC,F0,0,0,0,0,0.0,0.0,34.24093232497154,True
2001,11,30.56667,-97.36667,30.63333,-97.33333,LAW ENFORCEMENT,F0,0,0,0,0,0.0,0.0,17.302790745676255,True
2001,11,34.55,-87.05,34.55,-86.95,NWS STORM SURVEY,F2,0,0,2,0,250000.0,0.0,97.9173515386045,True
2001,11,29.7,-98.08333,29.7,-98.08333,NWS STORM SURVEY,F0,0,0,0,0,0.0,0.0,5.30527089288844,True
2001,11,29.7,-98.08333,29.7,-98.06667,NWS STORM SURVEY,F0,0,0,0,0,50000.0,0.0,5.30527089288844,True
2001,11,30.01667,-97.86667,30.03333,-97.8,LAW ENFORCEMENT,F1,0,0,3,0,500000.0,0.0,38.107983120367535,True
2001,12,32.61667,-85.95,32.61667,-85.95,EMERGENCY MANAGER,F0,0,0,0,0,12000.0,0.0,17.454450249815324,True
2001,11,34.6,-87.1,34.61667,-87.08333,NWS STORM SURVEY,F2,0,0,0,0,250000.0,0.0,99.85338954985842,True
2001,11,30.21667,-97.68333,30.25,-97.63333,NWS STORM SURVEY,F0,0,0,0,0,15000.0,0.0,63.109620492518516,True
2001,11,32.6,-87.68333,32.63333,-87.65,NWS STORM SURVEY,F0,0,0,0,0,25000.0,0.0,106.40527357458559,True
2001,11,34.21667,-87.63333,34.23333,-87.6,NWS STORM SURVEY,F2,0,0,13,0,800000.0,0.0,73.30476436172995,True
2001,11,31.63333,-85.95,31.7,-85.81667,EMERGENCY MANAGER,F1,0,0,0,0,50000.0,0.0,50.305122302107506,True
2001,10,32.45,-87.51667,32.46667,-87.51667,NWS STORM SURVEY,F1,0,0,0,0,110000.0,0.0,106.38143832678966,True
2001,11,33.68333,-86.5,33.76667,-86.38333,NWS STORM SURVEY,F2,0,0,0,0,300000.0,0.0,62.12906700934236,True
2001,11,36.66667,-93.98333,36.71667,-93.93333,NWS STORM SURVEY,F2,0,0,3,0,1000000.0,500000.0,81.74243242881722,True
2001,11,33.86667,-87.55,33.86667,-87.53333,NWS STORM SURVEY,F3,0,0,0,0,25000.0,0.0,72.00763713875546,True
2001,11,37.05,-93.71667,37.08333,-93.71667,NWS STORM SURVEY,F1,0,0,0,0,750000.0,250000.0,34.79822010644815,True
2001,11,34.21667,-87.63333,34.21667,-87.63333,NWS STORM SURVEY,F2,0,0,0,0,85000.0,0.0,73.30476436172995,True
2001,11,34.01667,-86.33333,34.03333,-86.3,NWS STORM SURVEY,F4,0,0,0,0,1500000.0,0.0,102.25684509313676,True
2001,10,40.96667,-98.03333,41.01667,-97.98333,LAW ENFORCEMENT,F0,0,0,0,0,15000.0,0.0,79.66030840283604,True
2001,9,41.55,-93.75,41.58333,-93.71667,LAW ENFORCEMENT,F1,0,0,1,0,500000.0,5000.0,20.263392651256037,True
2001,9,40.41667,-97.83333,40.46667,-97.78333,NWS STORM SURVEY,F0,0,0,0,0,0.0,125000.0,52.65021179781722,True
2001,10,41.28333,-97.68333,41.31667,-97.68333,LAW ENFORCEMENT,F1,0,0,0,0,0.0,50000.0,110.05123662722171,True
2001,9,26.61667,-82.06667,26.73333,-82.06667,NWS STORM SURVEY,F0,0,0,0,0,10000.0,0.0,125.50885099583034,True
2001,10,40.95,-98.06667,41.0,-98.11667,LAW ENFORCEMENT,F1,0,0,0,0,25000.0,25000.0,76.79313708162367,True
2001,10,40.98333,-98.13333,41.01667,-98.13333,LAW ENFORCEMENT,F1,0,0,0,0,25000.0,25000.0,78.13166180295927,True
2001,10,41.25,-98.0,41.28333,-98.0,LAW ENFORCEMENT,F2,0,0,0,0,300000.0,25000.0,109.81416346730411,True
2001,10,41.31667,-98.05,41.33333,-98.03333,LAW ENFORCEMENT,F1,0,0,0,0,75000.0,25000.0,115.53945611489223,True
2001,10,41.33333,-97.98333,41.33333,-97.98333,LAW ENFORCEMENT,F0,0,0,0,0,0.0,0.0,119.01345054950964,True
2001,10,40.96667,-98.0,41.08333,-97.85,LAW ENFORCEMENT,F1,0,0,0,0,400000.0,250000.0,80.91700240251758,True
2001,10,41.08333,-97.83333,41.08333,-97.81667,LAW ENFORCEMENT,F0,0,0,0,0,0.0,50000.0,99.09953979550889,True
2001,10,41.3,-97.66667,41.33333,-97.63333,LAW ENFORCEMENT,F1,0,0,0,0,100000.0,50000.0,108.59242920984465,True
2001,9,26.63333,-82.06667,26.75,-82.06667,NWS STORM SURVEY,F0,0,0,0,0,10000.0,0.0,123.72251575790199,True
2001,9,26.76667,-82.05,26.93333,-82.06667,NWS STORM SURVEY,F0,0,0,0,0,15000.0,0.0,110.01472189465093,True
2001,10,41.06667,-97.86667,41.08333,-97.85,LAW ENFORCEMENT,F1,0,0,0,0,0.0,50000.0,96.07362259712121,True
2001,10,41.08333,-97.83333,41.25,-97.65,LAW ENFORCEMENT,F3,0,0,0,0,1800000.0,800000.0,99.09953979550889,True
2001,11,34.5,-86.45,34.55,-86.43333,NWS STORM SURVEY,F2,0,0,0,0,500000.0,0.0,58.425011353818306,True
2001,9,27.01667,-82.03333,27.11667,-82.05,NWS STORM SURVEY,F0,0,0,0,0,20000.0,0.0,84.78135242717195,True
2001,9,42.63333,-84.73333,42.71667,-84.65,TRAINED SPOTTER,F1,0,0,1,0,10000000.0,100000.0,72.30828182018894,True
2001,10,41.43333,-98.35,41.46667,-98.31667,LAW ENFORCEMENT,F0,0,0,0,0,10000.0,30000.0,123.94560871372633,True
2001,10,41.43333,-98.3,41.48333,-98.25,LAW ENFORCEMENT,F0,0,0,0,0,50000.0,30000.0,124.27859055376751,True
2001,10,30.25,-98.66667,30.26667,-98.65,NWS STORM SURVEY,F3,0,0,5,0,1000000.0,100000.0,86.38545856619253,True
2001,9,27.26667,-82.06667,27.41667,-82.25,NWS STORM SURVEY,F0,0,0,0,0,20000.0,0.0,58.92611046887559,True
2001,11,30.2,-98.3,30.23333,-98.26667,LAW ENFORCEMENT,F0,0,0,0,0,3000.0,0.0,61.03199163509067,True
2001,9,40.43333,-97.96667,40.41667,-97.96667,LAW ENFORCEMENT,F3,0,0,0,0,1250000.0,1500000.0,42.15782069362329,True
