,YEAR,MONTH,BEGIN_LAT,BEGIN_LON,TOR_F_SCALE
147,1990,6,38.15,-97.08,0
148,1990,6,37.78,-97.95,2
149,1990,4,32.52,-93.72,1
150,1990,4,32.52,-93.72,1
151,1990,4,32.05,-93.68,1
152,1990,4,32.43,-93.3,1
153,1990,4,32.37,-93.37,1
154,1990,4,30.75,-93.53,1
155,1990,4,30.82,-93.28,1
156,1990,6,38.48,-100.62,0
157,1990,6,39.3,-98.4,0
158,1990,7,47.42,-101.38,0
159,1990,7,40.53,-82.55,0
160,1990,4,36.93,-101.08,1
161,1990,7,45.17,-93.83,0
162,1990,6,47.12,-101.58,2
163,1990,8,46.08,-94.98,0
164,1990,2,35.77,-89.8,1
165,1990,2,35.27,-86.13,1
166,1990,2,35.28,-85.98,1
167,1990,4,35.35,-88.82,1
168,1990,3,34.27,-97.75,3
169,1990,3,34.28,-97.73,3
170,1990,3,34.38,-97.58,3
171,1990,3,34.52,-97.43,3
172,1990,3,34.5,-97.45,2
173,1990,3,35.7,-96.23,2
174,1990,6,38.03,-96.63,0
175,1990,6,38.08,-96.88,1
176,1990,6,37.9,-97.37,0
177,1990,6,37.9,-97.78,1
178,1990,9,34.7,-76.55,2
179,1990,10,34.98,-80.68,3
180,1990,10,34.98,-79.13,0
181,1990,10,35.5,-78.82,1
182,1990,10,35.55,-78.77,1
183,1990,10,34.78,-76.85,1
184,1990,11,35.23,-80.85,1
185,1990,5,39.43,-75.13,0
186,1990,5,39.48,-75.03,2
187,1990,3,34.17,-98.1,1
188,1990,3,35.38,-97.15,2
189,1990,3,35.45,-97.02,2
190,1990,3,34.28,-97.82,1
191,1990,6,39.35,-98.18,0
192,1990,8,33.28,-79.95,0
193,1990,5,38.33,-75.62,1
194,1990,5,38.37,-75.55,0
195,1990,5,38.38,-75.35,1
196,1990,5,39.47,-77.57,1
197,1990,5,39.3,-76.0,0
198,1990,4,45.27,-95.47,0
199,1990,4,45.3,-95.6,0
200,1990,5,34.0,-78.35,1
201,1990,5,36.37,-77.17,0
202,1990,4,40.0,-100.88,0
203,1990,5,41.53,-103.28,0
204,1990,5,41.53,-103.28,0
205,1990,5,41.67,-102.98,0
206,1990,5,41.58,-102.33,0
207,1990,8,38.83,-91.02,1
208,1990,5,35.88,-98.22,1
209,1990,5,35.48,-98.27,1
210,1990,9,30.68,-92.27,1
211,1990,6,42.18,-75.12,0
212,1990,8,42.57,-71.98,0
213,1990,9,42.65,-83.75,0
214,1990,6,38.87,-95.68,0
215,1990,6,38.8,-95.57,0
216,1990,6,38.75,-95.6,1
217,1990,6,38.33,-96.27,2
218,1990,6,38.8,-95.67,0
219,1990,3,38.07,-98.33,0
220,1990,3,38.23,-98.3,1
221,1990,2,33.62,-86.62,1
222,1990,2,33.68,-86.45,1
223,1990,5,38.18,-96.72,0
224,1990,5,38.48,-96.68,0
225,1990,5,38.02,-97.67,0
226,1990,5,38.0,-97.28,1
227,1990,3,37.77,-98.02,5
228,1990,3,39.82,-98.78,1
229,1990,8,42.1,-103.0,0
230,1990,8,39.32,-102.23,1
231,1990,8,39.3,-102.8,0
232,1990,3,39.83,-98.42,1
233,1990,3,37.93,-97.72,5
234,1990,3,38.15,-97.43,5
235,1990,3,38.17,-97.38,5
236,1990,3,38.18,-97.42,5
237,1990,3,38.22,-97.33,5
238,1990,3,37.05,-97.33,0
239,1990,3,37.0,-97.72,3
240,1990,3,37.4,-97.65,0
241,1990,8,39.33,-102.22,0
242,1990,5,36.6,-90.27,2
243,1990,5,37.12,-93.2,2
244,1990,5,37.12,-93.08,2
245,1990,1,31.78,-86.35,1
246,1990,2,33.25,-87.87,0
247,1990,2,33.25,-87.8,0
248,1990,2,33.3,-87.62,1
249,1990,2,33.52,-87.05,1
250,1990,2,33.62,-86.82,1
251,1990,7,43.92,-94.55,0
252,1990,7,43.82,-94.53,0
253,1990,8,41.67,-96.93,0
254,1990,8,41.53,-96.38,0
255,1990,8,41.57,-96.37,1
256,1990,2,32.6,-88.18,0
257,1990,5,32.38,-93.87,1
258,1990,5,32.7,-93.77,1
259,1990,5,32.78,-93.73,1
260,1990,5,32.68,-93.72,1
261,1990,5,32.3,-93.82,1
262,1990,8,41.88,-83.73,1
263,1990,9,33.48,-112.07,0
264,1990,9,42.95,-82.87,1
265,1990,3,39.02,-95.5,1
266,1990,3,39.18,-95.25,1
267,1990,3,38.2,-100.05,1
268,1990,8,40.57,-74.1,0
269,1990,5,38.17,-93.38,0
270,1990,5,38.2,-92.7,1
271,1990,6,41.38,-73.47,0
272,1990,10,39.03,-77.05,1
273,1990,10,39.47,-76.82,2
274,1990,5,29.95,-90.0,1
275,1990,5,29.37,-90.6,0
276,1990,5,32.77,-93.97,1
277,1990,5,30.0,-91.53,0
278,1990,5,30.03,-90.32,1
279,1990,3,38.47,-97.08,2
280,1990,3,39.87,-98.13,1
281,1990,3,37.28,-97.92,1
282,1990,3,38.6,-96.97,2
283,1990,3,39.6,-98.03,1
284,1990,3,38.15,-97.73,3
285,1990,3,39.63,-97.92,1
286,1990,3,39.65,-97.9,1
287,1990,3,39.72,-97.85,2
288,1990,3,38.13,-97.7,3
289,1990,3,39.78,-97.63,0
290,1990,3,38.17,-97.67,3
291,1990,3,38.93,-96.48,2
292,1990,3,38.8,-97.63,0
293,1990,3,39.2,-96.23,1
294,1990,3,39.53,-97.67,0
295,1990,10,39.78,-75.58,2
296,1990,3,39.0,-95.62,1
297,1990,12,33.3,-90.37,2
298,1990,12,33.13,-90.5,1
299,1990,2,33.3,-86.85,1
300,1990,2,32.62,-89.9,1
301,1990,5,42.83,-74.9,0
302,1990,5,42.15,-71.13,0
303,1990,2,32.37,-88.9,0
304,1990,2,36.43,-89.67,1
305,1990,2,36.8,-89.62,1
306,1990,1,30.42,-92.32,0
307,1990,2,32.1,-92.95,1
308,1990,2,32.08,-92.92,1
309,1990,7,39.03,-104.4,0
310,1990,5,37.28,-97.27,0
311,1990,5,37.25,-97.17,0
312,1990,5,37.27,-97.2,0
313,1990,2,30.55,-88.43,1
314,1990,5,37.0,-96.18,0
315,1990,5,37.0,-96.02,0
316,1990,5,37.08,-96.02,0
317,1990,5,37.03,-95.73,1
318,1990,5,37.3,-98.3,1
319,1990,5,37.82,-95.45,0
320,1990,2,33.35,-85.95,1
321,1990,4,31.87,-89.7,2
322,1990,4,32.38,-90.0,0
323,1990,4,32.58,-89.75,0
324,1990,7,38.7,-75.9,0
325,1990,8,42.75,-74.1,0
326,1990,8,39.42,-104.7,0
327,1990,2,32.5,-88.72,0
328,1990,5,34.18,-89.03,1
329,1990,5,36.08,-88.92,0
330,1990,9,40.37,-79.33,1
331,1990,9,40.43,-79.28,1
332,1990,6,46.75,-96.88,0
333,1990,6,48.3,-102.77,0
334,1990,6,48.2,-102.53,1
335,1990,7,40.08,-75.63,1
336,1990,7,40.55,-80.52,1
337,1990,7,41.1,-80.48,0
338,1990,7,41.03,-80.12,0
339,1990,10,35.62,-88.83,1
340,1990,7,41.07,-80.17,0
341,1990,6,41.48,-98.07,1
342,1990,12,39.88,-81.55,1
343,1990,12,39.9,-81.43,1
344,1990,7,48.95,-103.62,1
345,1990,6,39.73,-96.65,0
346,1990,8,34.7,-79.58,0
347,1990,7,47.73,-103.38,0
348,1990,7,48.08,-101.05,1
349,1990,6,40.12,-80.15,2
350,1990,6,37.77,-101.63,2
351,1990,6,37.7,-101.57,2
352,1990,8,35.9,-104.85,0
353,1990,8,36.02,-105.15,0
354,1990,8,33.15,-104.4,0
355,1990,8,35.4,-105.75,0
356,1990,8,32.17,-104.67,0
357,1990,8,32.17,-104.57,0
358,1990,7,44.85,-85.35,1
359,1990,7,41.83,-86.17,1
360,1990,7,42.9,-83.5,1
361,1990,4,42.2,-73.97,0
362,1990,5,34.45,-82.03,0
363,1990,6,39.72,-96.45,0
364,1990,6,39.32,-99.02,0
365,1990,6,42.48,-82.87,1
366,1990,4,34.95,-81.92,0
367,1990,7,48.42,-101.55,0
368,1990,7,48.28,-101.42,0
369,1990,7,48.2,-101.28,0
370,1990,7,47.92,-101.6,0
371,1990,7,47.63,-101.07,0
372,1990,6,41.52,-74.15,0
373,1990,6,41.37,-73.75,0
374,1990,6,47.35,-102.57,0
375,1990,6,48.32,-102.47,0
376,1990,12,34.25,-89.17,1
377,1990,12,33.7,-89.73,1
378,1990,12,32.7,-90.07,3
379,1990,12,31.5,-90.55,1
380,1990,12,31.87,-89.97,1
381,1990,5,31.45,-93.47,1
382,1990,5,31.42,-93.2,1
383,1990,5,30.23,-93.37,0
384,1990,6,37.98,-96.17,0
385,1990,12,32.15,-91.23,1
386,1990,12,32.08,-93.92,1
387,1990,12,32.27,-91.2,1
388,1990,12,32.25,-91.2,1
389,1990,12,32.27,-93.58,1
390,1990,12,32.37,-91.07,2
391,1990,12,32.4,-91.22,1
392,1990,12,32.25,-93.5,1
393,1990,12,31.25,-92.22,1
394,1990,12,31.35,-92.17,1
395,1990,5,30.37,-87.82,0
396,1990,6,37.37,-104.52,0
397,1990,6,39.02,-104.57,0
398,1990,6,40.72,-105.03,1
399,1990,6,40.72,-104.97,2
400,1990,6,40.77,-104.92,2
401,1990,6,40.8,-104.88,0
402,1990,6,38.7,-104.65,0
403,1990,6,40.6,-104.72,0
404,1990,6,38.72,-104.67,0
405,1990,6,38.43,-102.77,0
406,1990,6,40.05,-103.62,2
407,1990,6,40.05,-103.07,1
408,1990,5,30.38,-88.22,0
409,1990,5,37.13,-93.0,0
410,1990,5,36.98,-93.28,0
411,1990,6,40.05,-102.95,0
412,1990,6,40.05,-102.82,0
413,1990,6,40.17,-104.22,1
414,1990,6,40.18,-104.13,1
415,1990,7,39.18,-104.03,0
416,1990,7,39.02,-104.3,0
417,1990,7,39.8,-104.92,0
418,1990,4,38.08,-102.62,0
419,1990,12,32.4,-91.17,2
420,1990,12,31.8,-91.5,3
421,1990,5,40.98,-102.52,0
422,1990,5,40.5,-102.83,0
423,1990,5,40.45,-102.72,1
424,1990,5,39.73,-104.93,0
425,1990,5,39.9,-104.97,1
426,1990,6,38.57,-92.8,1
427,1990,6,38.52,-92.58,1
428,1990,6,38.45,-92.58,1
429,1990,6,38.45,-92.58,2
430,1990,6,38.42,-92.53,1
431,1990,3,33.48,-91.33,1
432,1990,5,37.07,-95.3,0
433,1990,5,38.27,-93.15,0
434,1990,6,38.83,-104.07,2
435,1990,4,30.73,-89.85,1
436,1990,4,30.68,-89.88,1
437,1990,4,32.58,-94.02,1
438,1990,4,32.53,-94.02,1
439,1990,4,32.5,-93.87,1
440,1990,12,32.22,-91.2,1
441,1990,12,32.22,-91.07,2
442,1990,1,32.75,-117.1,0
443,1990,2,35.75,-89.93,0
444,1990,3,36.38,-94.25,0
445,1990,3,33.82,-92.42,2
446,1990,5,39.83,-100.78,0
447,1990,5,39.97,-100.7,1
448,1990,9,46.98,-93.63,0
449,1990,6,39.85,-104.78,0
450,1990,7,40.65,-105.0,0
451,1990,6,38.7,-104.63,0
452,1990,6,39.03,-104.4,0
453,1990,6,30.23,-93.4,0
454,1990,7,29.77,-93.48,0
455,1990,7,30.32,-93.1,0
456,1990,8,30.0,-91.82,0
457,1990,6,38.35,-92.58,1
458,1990,6,38.17,-91.52,1
459,1990,6,38.0,-102.52,0
460,1990,6,38.05,-102.35,0
461,1990,6,38.03,-102.15,0
462,1990,5,45.1,-108.72,1
463,1990,5,45.95,-108.4,1
464,1990,5,45.75,-105.17,1
465,1990,3,37.47,-93.28,2
466,1990,3,37.08,-94.47,1
467,1990,3,37.68,-92.67,1
468,1990,3,37.02,-93.22,1
469,1990,5,36.58,-90.73,0
470,1990,5,37.07,-92.65,2
471,1990,8,46.43,-114.08,0
472,1990,6,43.6,-93.68,1
473,1990,6,44.83,-92.88,0
474,1990,6,45.07,-92.93,0
475,1990,2,32.87,-91.92,1
476,1990,2,33.85,-89.42,0
477,1990,4,33.37,-104.55,0
478,1990,4,33.37,-104.55,0
479,1990,4,33.38,-104.55,0
480,1990,1,33.95,-118.05,0
481,1990,4,38.85,-121.17,0
482,1990,8,34.85,-116.85,0
483,1990,9,34.85,-116.88,0
484,1990,6,38.35,-92.58,1
485,1990,6,38.72,-104.08,0
486,1990,7,39.73,-105.1,0
487,1990,7,39.37,-104.87,1
488,1990,7,37.28,-102.87,0
489,1990,7,37.02,-106.13,0
490,1990,7,38.93,-104.42,0
491,1990,7,39.13,-104.25,0
492,1990,7,39.03,-104.47,0
493,1990,3,30.38,-87.85,0
494,1990,3,30.48,-87.7,0
495,1990,3,30.55,-87.58,0
496,1990,6,39.87,-104.75,0
497,1990,9,43.27,-85.32,1
498,1990,10,43.03,-83.67,2
499,1990,2,30.3,-92.2,1
500,1990,2,32.13,-93.67,1
501,1990,10,34.23,-87.73,0
502,1990,2,31.28,-86.25,1
503,1990,9,30.1,-90.42,0
504,1990,5,39.9,-101.72,0
505,1990,7,31.9,-109.82,0
506,1990,5,32.98,-92.6,1
507,1990,6,40.27,-99.03,0
508,1990,6,45.95,-95.33,2
509,1990,7,47.93,-110.85,0
510,1990,2,32.93,-92.57,1
511,1990,3,31.57,-93.5,1
512,1990,3,29.4,-90.28,0
513,1990,3,30.95,-93.27,1
514,1990,3,30.23,-93.02,1
515,1990,3,30.4,-92.22,1
516,1990,3,29.7,-90.78,1
517,1990,5,38.95,-92.08,0
518,1990,1,36.17,-114.7,0
519,1990,12,33.72,-89.78,1
520,1990,12,33.27,-89.85,3
521,1990,12,32.43,-90.75,1
522,1990,11,38.88,-92.45,3
523,1990,11,38.95,-92.33,3
524,1990,11,38.78,-90.72,2
525,1990,6,40.08,-102.38,0
526,1990,6,40.87,-104.93,0
527,1990,6,39.63,-104.02,0
528,1990,6,39.13,-103.88,3
529,1990,6,39.17,-103.7,3
530,1990,6,39.17,-103.7,0
531,1990,5,31.27,-91.4,2
532,1990,2,32.72,-93.0,1
533,1990,2,32.42,-93.28,1
534,1990,2,32.42,-93.27,0
535,1990,6,40.17,-104.38,1
536,1990,6,40.15,-102.23,1
537,1990,6,48.05,-104.92,0
538,1990,10,34.22,-88.72,1
539,1990,10,39.53,-76.65,1
540,1990,6,47.08,-96.77,0
541,1990,5,37.07,-92.43,2
542,1990,7,34.9,-112.9,0
543,1990,5,32.1,-93.95,1
544,1990,6,39.97,-105.23,0
545,1990,6,39.98,-104.88,0
546,1990,7,37.75,-96.92,0
547,1990,7,37.68,-96.8,0
548,1990,7,37.83,-96.83,0
549,1990,5,38.48,-101.07,0
550,1990,5,38.48,-101.07,0
551,1990,5,37.93,-100.72,0
552,1990,12,32.3,-93.97,1
553,1990,12,32.62,-93.72,1
554,1990,12,32.83,-93.57,1
555,1990,12,33.0,-93.45,1
556,1990,12,30.17,-93.37,1
557,1990,11,38.27,-93.38,1
558,1990,11,38.67,-92.75,1
559,1990,5,42.98,-103.87,0
560,1990,6,39.85,-89.8,1
561,1990,3,41.6,-90.28,3
562,1990,3,42.23,-91.42,4
563,1990,3,41.6,-90.33,1
564,1990,3,42.27,-91.33,4
565,1990,3,41.75,-90.37,1
566,1990,3,42.23,-91.2,1
567,1990,3,41.38,-95.83,1
568,1990,3,42.33,-91.27,4
569,1990,4,43.27,-93.83,1
570,1990,5,42.55,-92.32,1
571,1990,6,42.63,-94.6,1
572,1990,5,39.45,-84.58,1
573,1990,5,39.5,-84.38,2
574,1990,3,40.23,-90.43,2
575,1990,3,41.62,-90.33,3
576,1990,7,30.4,-86.87,0
577,1990,7,30.6,-87.03,0
578,1990,7,30.6,-83.35,0
579,1990,3,42.38,-91.13,4
580,1990,3,41.62,-93.95,0
581,1990,3,42.03,-94.03,2
582,1990,6,38.63,-86.6,1
583,1990,6,39.02,-85.85,1
584,1990,6,39.07,-85.78,1
585,1990,6,38.98,-85.78,2
586,1990,6,39.22,-85.45,0
587,1990,6,38.63,-86.28,0
588,1990,6,38.75,-86.1,3
589,1990,6,38.75,-85.95,3
590,1990,6,38.78,-85.82,3
591,1990,6,39.22,-85.07,2
592,1990,6,39.22,-84.92,4
593,1990,6,38.78,-85.68,3
594,1990,6,38.58,-86.07,2
595,1990,6,42.45,-92.22,0
596,1990,7,28.03,-81.95,0
597,1990,3,42.18,-93.85,1
598,1990,3,42.3,-93.88,2
599,1990,3,41.73,-93.62,2
600,1990,3,41.93,-93.5,2
601,1990,3,42.02,-93.38,3
602,1990,6,41.45,-94.83,1
603,1990,6,41.25,-94.78,0
604,1990,6,43.05,-91.9,1
605,1990,6,42.63,-93.5,0
606,1990,6,43.15,-91.95,0
607,1990,6,42.97,-91.87,0
608,1990,6,43.13,-91.75,1
609,1990,6,39.92,-88.27,2
610,1990,6,39.88,-88.23,2
611,1990,5,34.03,-94.33,0
612,1990,5,33.18,-93.33,2
613,1990,5,35.07,-94.23,0
614,1990,5,36.45,-90.58,2
615,1990,6,34.75,-77.43,0
616,1990,3,41.6,-90.28,0
617,1990,6,39.82,-87.5,0
618,1990,9,39.37,-81.75,0
619,1990,2,35.12,-81.87,1
620,1990,2,35.13,-81.83,1
621,1990,2,36.23,-77.75,1
622,1990,2,35.85,-75.67,0
623,1990,5,35.63,-98.0,0
624,1990,5,35.47,-98.33,3
625,1990,5,35.32,-98.3,2
626,1990,6,39.87,-87.27,0
627,1990,6,39.72,-87.52,2
628,1990,6,39.88,-87.0,0
629,1990,6,39.67,-87.23,0
630,1990,6,39.22,-87.55,0
631,1990,6,40.0,-86.9,2
632,1990,6,39.73,-87.08,0
633,1990,6,38.83,-87.52,2
634,1990,6,40.75,-86.5,0
635,1990,6,40.13,-86.68,1
636,1990,6,38.65,-87.05,3
637,1990,6,40.27,-86.48,1
638,1990,6,38.68,-86.9,3
639,1990,6,38.43,-87.72,4
640,1990,6,39.78,-86.73,2
641,1990,6,39.05,-87.12,2
642,1990,6,39.8,-86.7,2
643,1990,6,40.03,-86.43,1
644,1990,6,40.05,-86.42,0
645,1990,6,38.45,-87.58,4
646,1990,6,40.12,-86.35,1
647,1990,6,38.48,-87.43,4
648,1990,6,38.78,-86.53,4
649,1990,6,38.52,-87.28,4
650,1990,6,39.77,-87.52,2
651,1990,6,39.63,-82.55,1
652,1990,6,40.6,-82.67,2
653,1990,6,41.28,-85.52,2
654,1990,9,40.43,-79.7,1
655,1990,11,38.62,-89.57,0
656,1990,11,38.52,-89.98,0
657,1990,11,40.1,-90.58,2
658,1990,11,40.27,-90.22,1
659,1990,11,40.43,-89.93,1
660,1990,11,40.47,-89.73,2
661,1990,6,41.32,-95.27,0
662,1990,6,43.2,-93.0,1
663,1990,6,43.1,-95.95,0
664,1990,6,42.35,-88.1,1
665,1990,10,35.05,-85.28,1
666,1990,6,40.92,-92.17,0
667,1990,6,41.33,-92.33,0
668,1990,6,35.6,-88.92,0
669,1990,6,35.15,-94.27,1
670,1990,6,35.3,-90.23,0
671,1990,6,48.8,-99.23,0
672,1990,6,48.85,-99.68,0
673,1990,8,42.47,-91.9,0
674,1990,3,40.8,-98.77,1
675,1990,3,40.53,-99.0,3
676,1990,3,40.05,-98.53,4
677,1990,3,40.72,-98.83,3
678,1990,3,40.37,-99.23,2
679,1990,3,40.78,-98.7,3
680,1990,3,40.67,-98.65,2
681,1990,3,40.72,-98.67,2
682,1990,3,40.73,-99.08,0
683,1990,12,31.07,-88.03,0
684,1990,5,35.38,-87.28,1
685,1990,10,38.3,-77.97,3
686,1990,10,38.53,-77.8,1
687,1990,9,42.55,-114.5,0
688,1990,11,39.03,-90.48,1
689,1990,8,29.65,-81.9,0
690,1990,8,29.65,-82.32,0
691,1990,6,38.62,-88.4,4
692,1990,9,39.55,-84.05,2
693,1990,9,39.5,-83.98,2
694,1990,9,39.48,-83.57,2
695,1990,6,47.93,-102.83,0
696,1990,6,48.67,-97.65,0
697,1990,6,48.62,-97.45,0
698,1990,6,38.68,-86.68,4
699,1990,6,38.67,-86.65,4
700,1990,6,42.85,-91.4,2
701,1990,6,40.87,-95.65,2
702,1990,9,40.87,-84.38,1
703,1990,9,40.88,-84.32,1
704,1990,7,27.22,-82.4,1
705,1990,6,39.58,-85.62,0
706,1990,6,37.98,-87.65,0
707,1990,6,37.88,-87.22,0
708,1990,6,38.22,-86.12,1
709,1990,6,38.3,-85.97,0
710,1990,4,34.13,-97.27,2
711,1990,6,38.25,-86.43,2
712,1990,6,38.23,-86.3,2
713,1990,6,38.57,-85.63,3
714,1990,6,38.58,-85.48,3
715,1990,6,38.37,-85.95,3
716,1990,6,38.4,-85.78,3
717,1990,7,28.2,-82.72,0
718,1990,7,28.42,-82.75,0
719,1990,6,46.55,-98.03,0
720,1990,6,46.62,-98.55,0
721,1990,6,40.85,-85.22,0
722,1990,6,39.12,-87.42,0
723,1990,1,36.52,-77.75,0
724,1990,2,35.2,-81.55,2
725,1990,11,29.37,-81.03,0
726,1990,11,29.22,-81.05,0
727,1990,6,39.25,-84.8,4
728,1990,6,39.28,-84.58,4
729,1990,6,39.33,-84.58,4
730,1990,6,39.33,-84.32,4
731,1990,5,39.8,-88.35,0
732,1990,9,41.13,-80.02,1
733,1990,5,31.78,-83.98,1
734,1990,5,31.77,-84.45,1
735,1990,5,39.07,-88.75,1
736,1990,5,39.13,-89.93,0
737,1990,4,35.25,-81.68,0
738,1990,10,31.32,-81.97,1
739,1990,10,26.63,-81.85,0
740,1990,10,29.03,-82.57,0
741,1990,10,30.18,-82.63,0
742,1990,11,27.48,-81.45,1
743,1990,11,28.62,-81.38,1
744,1990,11,28.65,-81.38,1
745,1990,9,26.45,-82.02,0
746,1990,9,30.72,-86.12,0
747,1990,9,26.45,-82.02,0
748,1990,9,26.45,-82.02,0
749,1990,8,37.8,-98.45,0
750,1990,9,29.65,-82.62,0
751,1990,3,41.77,-90.22,3
752,1990,5,38.27,-96.82,0
753,1990,10,40.05,-86.37,1
754,1990,10,40.1,-86.23,1
755,1990,2,33.78,-84.65,1
756,1990,2,32.9,-84.43,1
757,1990,2,33.87,-84.6,2
758,1990,2,33.92,-84.17,1
759,1990,2,33.77,-84.4,1
760,1990,2,33.88,-83.83,1
761,1990,2,33.67,-83.92,1
762,1990,2,34.42,-92.25,0
763,1990,7,41.18,-80.77,0
764,1990,7,41.0,-80.73,0
765,1990,7,39.43,-81.45,0
766,1990,7,40.85,-80.6,0
767,1990,7,40.9,-80.77,0
768,1990,7,40.88,-80.63,0
769,1990,7,40.55,-84.7,0
770,1990,8,27.98,-82.7,0
771,1990,2,33.58,-85.05,2
772,1990,2,32.68,-84.73,1
