EPISODE_ID,EVENT_ID,STATE_FIPS,YEAR,MONTH_NAME,EVENT_TYPE,INJURIES_DIRECT,INJURIES_INDIRECT,DEATHS_DIRECT,DEATHS_INDIRECT,DAMAGE_PROPERTY,DAMAGE_CROPS,SOURCE,CATEGORY,TOR_F_SCALE,TOR_LENGTH,TOR_WIDTH,TOR_OTHER_WFO,TOR_OTHER_CZ_STATE,TOR_OTHER_CZ_FIPS,TOR_OTHER_CZ_NAME,BEGIN_RANGE,BEGIN_AZIMUTH,BEGIN_LOCATION,END_RANGE,END_AZIMUTH,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,DATA_SOURCE,YEARMONTH
1183212.0,5431047,15.0,2004,February,Tornado,0,0,0,0,,,NWS EMPLOYEE(OFF DUTY),,F0,1.0,15.0,,,,,2.0,E,AIEA,2.0,E,21.38333,-158.91667,21.38333,-158.91667,PDS,2004-02-01
1187115.0,5431220,28.0,2004,November,Tornado,0,0,0,0,3.0,,NWS STORM SURVEY,,F2,1.5,50.0,,,,,,,ORANGE GROVE,,,30.43333,-89.08333,30.43333,-89.08333,PDS,2004-11-01
1182734.0,5430713,6.0,2004,December,Tornado,0,0,0,0,,,NWS STORM SURVEY,,F0,1.0,5.0,,,,,,,LONG BEACH,,,33.78333,-118.16667,33.78333,-118.16667,PDS,2004-12-01
1187133.0,5431511,22.0,2004,November,Tornado,0,0,0,0,250.0,,EMERGENCY MANAGER,,F1,4.5,75.0,,,,,,,WESTWEGO,,,29.9,-90.13333,29.9,-90.08333,PDS,2004-11-01
1187135.0,5431513,22.0,2004,November,Tornado,0,0,0,0,10.0,,BROADCAST MEDIA,,F0,0.3,25.0,,,,,3.0,S,BELLE CHASSE,3.0,S,29.81667,-89.98333,29.81667,-89.98333,PDS,2004-11-01
1187116.0,5431221,22.0,2004,November,Tornado,4,0,0,0,750.0,,NWS STORM SURVEY,,F2,4.0,50.0,,,,,4.0,SSW,SLIDELL ARPT,4.0,SSW,30.3,-89.85,30.35,-89.81667,PDS,2004-11-01
1182734.0,5430714,6.0,2004,December,Tornado,0,0,0,0,,,NWS STORM SURVEY,,F0,0.5,5.0,,,,,,,INGLEWOOD,,,33.96667,-118.3,33.96667,-118.3,PDS,2004-12-01
1182905.0,5430849,48.0,2004,December,Tornado,0,0,0,0,500.0,,NWS STORM SURVEY,,F1,6.0,75.0,,,,,14.0,N,BROWNWOOD,14.0,N,31.91667,-98.98333,31.98333,-98.98333,PDS,2004-12-01
1187062.0,5432505,22.0,2004,November,Tornado,1,0,0,0,1.0,,NWS STORM SURVEY,,F2,20.0,300.0,,,,,15.0,ESE,KISATCHIE,15.0,ESE,31.33333,-92.95,31.48333,-92.88333,PDS,2004-11-01
1187061.0,5432504,22.0,2004,November,Tornado,0,0,0,0,,,NWS STORM SURVEY,,F0,12.0,75.0,,,,,3.0,N,COLFAX,3.0,N,31.56667,-92.71667,31.66667,-92.56667,PDS,2004-11-01
1187063.0,5432506,22.0,2004,November,Tornado,0,0,0,0,50.0,,NWS STORM SURVEY,,F0,3.0,75.0,,,,,13.0,SE,COLFAX,13.0,SE,31.38333,-92.56667,31.35,-92.51667,PDS,2004-11-01
1187064.0,5432507,22.0,2004,November,Tornado,0,0,0,0,800.0,,NWS STORM SURVEY,,F2,12.0,300.0,,,,,2.0,SW,SPAULDING,2.0,SW,31.93333,-92.2,32.03333,-92.0,PDS,2004-11-01
1187065.0,5432590,22.0,2004,November,Tornado,20,0,1,0,5.0,,NWS STORM SURVEY,,F3,3.0,300.0,,,,,1.0,SW,OLLA,1.0,SW,31.88333,-92.25,31.91667,-92.21667,PDS,2004-11-01
1183430.0,5432580,32.0,2004,June,Tornado,0,0,0,0,,,NWS EMPLOYEE(OFF DUTY),,F0,0.2,20.0,,,,,5.0,N,LAMOILLE,5.0,N,40.8,-115.48333,40.8,-115.48333,PDS,2004-06-01
1183431.0,5432581,32.0,2004,June,Tornado,0,0,0,0,,,TRAINED SPOTTER,,F0,0.1,30.0,,,,,15.0,SE,WINNEMUCCA,15.0,SE,40.81667,-117.51667,40.81667,-117.51667,PDS,2004-06-01
1183432.0,5432582,32.0,2004,June,Tornado,0,0,0,0,,,TRAINED SPOTTER,,F0,0.3,30.0,,,,,18.0,SW,PARADISE VLY,18.0,SW,41.31667,-118.16667,41.31667,-118.16667,PDS,2004-06-01
1183433.0,5432583,32.0,2004,June,Tornado,0,0,0,0,,,TRAINED SPOTTER,,F0,0.1,20.0,,,,,9.0,N,WINNEMUCCA,9.0,N,41.1,-117.71667,41.1,-117.71667,PDS,2004-06-01
1165735.0,5382544,48.0,2004,January,Tornado,0,0,0,0,10.0,,NWS STORM SURVEY,,F0,0.5,75.0,,,,,0.0,S,NOVICE,0.0,S,31.98333,-99.63333,31.98333,-99.63333,PDS,2004-01-01
1165932.0,5382774,12.0,2004,February,Tornado,0,0,0,0,10.0,,EMERGENCY MANAGER,,F0,0.3,30.0,,,,,2.0,WSW,AUBURNDALE,2.0,WSW,28.05,-81.81667,28.05,-81.81667,PDS,2004-02-01
1165534.0,5382678,22.0,2004,January,Tornado,3,0,0,0,1.0,,NWS STORM SURVEY,,F2,1.0,10.0,,,,,7.0,SW,LAFAYETTE,7.0,SW,30.15,-92.1,30.15,-92.08333,PDS,2004-01-01
1165941.0,5383443,28.0,2004,February,Tornado,0,0,0,0,250.0,,NWS STORM SURVEY,,F2,8.5,300.0,,,,,1.0,NW,HARRISVILLE,1.0,NW,,,,,PDS,2004-02-01
1165941.0,5383444,28.0,2004,February,Tornado,0,0,0,0,10.0,,NWS STORM SURVEY,,F1,1.5,300.0,,,,,1.0,S,PINEY WOODS,1.0,S,31.63333,-90.66667,31.63333,-90.66667,PDS,2004-02-01
1165955.0,5383290,48.0,2004,February,Tornado,0,0,0,0,25.0,,EMERGENCY MANAGER,,F0,0.2,50.0,,,,,,,COLLEGE STATION,,,30.6,-96.33333,30.6,-96.33333,PDS,2004-02-01
1165899.0,5383812,12.0,2004,April,Tornado,0,0,0,0,100.0,,EMERGENCY MANAGER,,F1,2.0,50.0,,,,,,,GOLDEN GATE,,,26.16667,-81.66667,26.16667,-81.66667,PDS,2004-04-01
1166861.0,5387177,35.0,2004,April,Tornado,0,0,0,0,,,"AWOS,ASOS,MESONET,ETC",,F0,1.0,200.0,,,,,24.0,SW,ROSWELL,24.0,SW,33.13333,-104.81667,33.13333,-104.81667,PDS,2004-04-01
1166632.0,5387119,1.0,2004,March,Tornado,0,0,0,0,,,EMERGENCY MANAGER,,F0,1.5,75.0,,,,,8.0,ESE,ATHENS,8.0,ESE,34.75,-86.85,34.8,-86.8,PDS,2004-03-01
1166727.0,5387132,6.0,2004,February,Tornado,0,0,0,0,,,NEWSPAPER,,F0,0.5,5.0,,,,,1.0,W,OCEANO,1.0,W,35.1,-120.63333,35.1,-120.63333,PDS,2004-02-01
1166861.0,5387179,35.0,2004,April,Tornado,0,0,0,0,,,"AWOS,ASOS,MESONET,ETC",,F0,1.0,150.0,,,,,20.0,SW,ROSWELL,20.0,SW,33.18333,-104.76667,33.18333,-104.76667,PDS,2004-04-01
1166861.0,5387181,35.0,2004,April,Tornado,0,0,0,0,,,"AWOS,ASOS,MESONET,ETC",,F0,1.0,150.0,,,,,14.0,SW,ROSWELL,14.0,SW,33.23333,-104.68333,33.23333,-104.68333,PDS,2004-04-01
1167089.0,5387568,48.0,2004,March,Tornado,0,0,0,0,20.0,,NWS STORM SURVEY,,F0,0.5,75.0,,,,,13.0,NE,STILES,13.0,NE,31.21667,-101.9,31.21667,-101.9,PDS,2004-03-01
1165941.0,5383833,28.0,2004,February,Tornado,0,0,0,0,30.0,,NWS STORM SURVEY,,F1,8.0,200.0,,,,,6.0,SSE,NEWTON,6.0,SSE,31.8,-90.0,31.8,-90.0,PDS,2004-02-01
1165941.0,5383822,28.0,2004,February,Tornado,0,0,0,0,80.0,,NWS STORM SURVEY,,F1,1.5,100.0,,,,,1.0,NW,COLLINSVILLE,1.0,NW,,,,,PDS,2004-02-01
1166099.0,5384424,13.0,2004,February,Tornado,0,0,0,0,10.0,,EMERGENCY MANAGER,,F0,0.3,100.0,,,,,,,REIDSVILLE,,,32.08333,-82.11667,32.08333,-82.11667,PDS,2004-02-01
1166765.0,5387523,48.0,2004,March,Tornado,0,0,0,0,30.0,,NWS STORM SURVEY,,F1,14.0,50.0,,,,,5.0,W,BULLARD,5.0,W,32.13333,-95.41667,32.13333,-95.41667,PDS,2004-03-01
1166924.0,5387647,12.0,2004,March,Tornado,0,0,0,0,10.0,,EMERGENCY MANAGER,,F0,0.1,30.0,,,,,1.0,W,HOBE SOUND,1.0,W,27.06667,-80.15,27.06667,-80.15,PDS,2004-03-01
1166924.0,5387646,12.0,2004,March,Tornado,0,0,0,0,20.0,,EMERGENCY MANAGER,,F0,0.2,30.0,,,,,6.0,SW,HOBE SOUND,6.0,SW,27.0,-80.2,27.0,-80.2,PDS,2004-03-01
1167449.0,5389915,31.0,2004,April,Tornado,0,0,0,0,,,GENERAL PUBLIC,,F0,0.2,20.0,,,,,7.0,W,EWING,7.0,W,42.26667,-98.48333,42.26667,-98.48333,PDS,2004-04-01
1167729.0,5390601,17.0,2004,April,Tornado,0,0,0,0,,,NWS STORM SURVEY,,F1,1.5,30.0,,,,,1.0,W,WEDRON,1.0,W,41.43333,-88.8,41.43333,-88.8,PDS,2004-04-01
1167729.0,5390602,17.0,2004,April,Tornado,0,0,0,0,,,STORM CHASER,,F0,2.0,20.0,,,,,1.0,S,SHERIDAN,1.0,S,41.51667,-88.68333,41.53333,-88.65,PDS,2004-04-01
1167729.0,5390604,17.0,2004,April,Tornado,0,0,0,0,,,NWS STORM SURVEY,,F0,2.5,20.0,,,,,9.0,NNE,PIPER CITY,9.0,NNE,40.86667,-88.11667,40.88333,-88.1,PDS,2004-04-01
1167679.0,5390994,19.0,2004,April,Tornado,0,0,0,0,,,BROADCAST MEDIA,,F0,0.2,25.0,,,,,3.0,E,MASON CITY,3.0,E,43.15,-93.13333,43.15,-93.13333,PDS,2004-04-01
1167449.0,5389914,31.0,2004,April,Tornado,0,0,0,0,,,EMERGENCY MANAGER,,F0,0.2,20.0,,,,,11.0,N,CHAMBERS,11.0,N,42.36667,-98.75,42.36667,-98.75,PDS,2004-04-01
1167828.0,5390252,40.0,2004,April,Tornado,0,0,0,0,,,STORM CHASER,,F0,0.3,30.0,,,,,7.0,NNW,SHATTUCK,7.0,NNW,35.03333,-97.33333,35.03333,-97.33333,PDS,2004-04-01
1167729.0,5390780,17.0,2004,April,Tornado,0,0,0,0,76.0,,NWS STORM SURVEY,,F0,2.0,20.0,,,,,5.0,SW,MINOOKA,5.0,SW,41.4,-88.33333,41.41667,-88.3,PDS,2004-04-01
1167729.0,5390781,17.0,2004,April,Tornado,0,0,0,0,5.0,,NWS STORM SURVEY,,F1,1.6,250.0,,,,,1.0,W,JOLIET,1.0,W,41.53333,-88.11667,41.55,-88.1,PDS,2004-04-01
1167787.0,5391253,31.0,2004,April,Tornado,0,0,0,0,,,TRAINED SPOTTER,,F0,0.5,40.0,,,,,5.0,NW,PIERCE,5.0,NW,42.25,-97.6,42.25,-97.6,PDS,2004-04-01
1167729.0,5390682,17.0,2004,April,Tornado,0,0,0,0,,,NWS STORM SURVEY,,F0,2.5,20.0,,,,,9.0,W,ASHKUM,9.0,W,40.88333,-88.11667,40.93333,-88.11667,PDS,2004-04-01
1166806.0,5388103,48.0,2004,March,Tornado,0,0,0,0,3.0,,EMERGENCY MANAGER,,F0,0.2,30.0,,,,,,,COLLEGE STATION,,,30.6,-96.33333,30.6,-96.33333,PDS,2004-03-01
1167991.0,5390319,48.0,2004,April,Tornado,0,0,0,0,,,STORM CHASER,,F0,1.0,440.0,,,,,21.0,S,PERRYTON,21.0,S,36.1,-100.8,36.1,-100.8,PDS,2004-04-01
1167982.0,5390350,12.0,2004,April,Tornado,0,0,0,0,100.0,,GOVT OFFICIAL,,F0,0.5,75.0,,,,,,,WESTVILLE,,,30.76667,-85.85,30.76667,-85.85,PDS,2004-04-01
1167729.0,5390603,17.0,2004,April,Tornado,0,0,0,0,,,NWS STORM SURVEY,,F0,0.5,20.0,,,,,6.0,N,PIPER CITY,6.0,N,40.83333,-88.18333,40.83333,-88.18333,PDS,2004-04-01
1167729.0,5390683,17.0,2004,April,Tornado,0,0,0,0,,,NWS STORM SURVEY,,F1,6.0,75.0,,,,,7.0,SW,KANKAKEE,7.0,SW,41.05,-87.95,41.1,-87.85,PDS,2004-04-01
1167828.0,5390253,40.0,2004,April,Tornado,0,0,0,0,,,STORM CHASER,,F0,1.0,200.0,,,,,8.0,NNW,SHATTUCK,8.0,NNW,35.03333,-97.4,35.03333,-97.4,PDS,2004-04-01
1167829.0,5390423,40.0,2004,April,Tornado,0,0,0,0,,,STORM CHASER,,F0,0.1,20.0,,,,,3.0,NE,BOWLEGS,3.0,NE,35.18333,-96.63333,35.18333,-96.63333,PDS,2004-04-01
1167729.0,5390684,17.0,2004,April,Tornado,0,0,0,0,,,NWS STORM SURVEY,,F0,3.0,20.0,,,,,1.0,SW,GRANT PARK,1.0,SW,41.21667,-87.66667,41.25,-87.61667,PDS,2004-04-01
1167230.0,5389492,5.0,2004,March,Tornado,0,0,0,0,,,BROADCAST MEDIA,,F0,0.2,25.0,,,,,,,CHESTER,,,35.68333,-94.18333,35.68333,-94.18333,PDS,2004-03-01
1167729.0,5390685,17.0,2004,April,Tornado,0,0,0,0,,,NWS STORM SURVEY,,F0,1.5,20.0,,,,,3.0,SE,BEECHER,3.0,SE,41.31667,-87.6,41.33333,-87.58333,PDS,2004-04-01
1167729.0,5390686,17.0,2004,April,Tornado,0,0,0,0,,,NWS STORM SURVEY,,F2,3.0,50.0,,,,,3.0,WNW,HOPKINS PARK,3.0,WNW,41.08333,-87.61667,41.1,-87.61667,PDS,2004-04-01
1167466.0,5389618,20.0,2004,March,Tornado,0,0,0,0,,,GENERAL PUBLIC,,F0,1.0,55.0,,,,,1.0,SE,HOISINGTON,1.0,SE,38.36667,-98.58333,38.36667,-98.58333,PDS,2004-03-01
1167729.0,5390600,17.0,2004,April,Tornado,0,0,0,0,,,NWS STORM SURVEY,,F2,9.0,400.0,,,,,2.0,NE,UTICA,2.0,NE,41.35,-89.0,41.4,-88.85,PDS,2004-04-01
1167831.0,5390624,40.0,2004,April,Tornado,0,0,0,0,,,STORM CHASER,,F0,0.2,50.0,,,,,1.0,SW,GRANDFIELD,1.0,SW,34.21667,-98.7,34.21667,-98.7,PDS,2004-04-01
1167489.0,5388753,48.0,2004,March,Tornado,0,0,0,0,200.0,,NWS STORM SURVEY,,F1,0.3,50.0,,,,,,,CARLSBAD,,,32.45,-99.86667,32.45,-99.86667,PDS,2004-03-01
1167489.0,5388754,48.0,2004,March,Tornado,0,0,0,0,10.0,,NWS STORM SURVEY,,F0,0.1,25.0,,,,,,,BRADSHAW,,,30.91667,-99.78333,30.91667,-99.78333,PDS,2004-03-01
1167489.0,5388755,48.0,2004,March,Tornado,2,0,0,0,800.0,,NWS STORM SURVEY,,F2,10.0,440.0,,,,,9.0,SW,TUSCOLA,9.0,SW,31.01667,-99.18333,31.01667,-99.18333,PDS,2004-03-01
1167612.0,5388631,29.0,2004,April,Tornado,0,0,0,0,10.0,,NWS STORM SURVEY,,F2,5.4,200.0,,,,,1.0,W,CRUMP,1.0,W,37.28333,-89.85,37.33333,-89.78333,PDS,2004-04-01
1167295.0,5388605,20.0,2004,March,Tornado,0,0,0,0,480.0,50.0,NWS STORM SURVEY,,F3,8.5,1300.0,,,,,5.0,NW,KINSLEY,5.0,NW,37.96667,-99.48333,38.08333,-99.41667,PDS,2004-03-01
1167295.0,5388606,20.0,2004,March,Tornado,0,0,0,0,,,NWS STORM SURVEY,,F0,1.5,50.0,,,,,7.0,S,ROZEL,7.0,S,38.1,-99.4,38.11667,-99.35,PDS,2004-03-01
1167295.0,5388604,20.0,2004,March,Tornado,0,0,0,0,,,TRAINED SPOTTER,,F0,1.5,20.0,,,,,7.0,WNW,KINSLEY,7.0,WNW,37.95,-99.53333,37.98333,-99.5,PDS,2004-03-01
1167489.0,5389078,48.0,2004,March,Tornado,0,0,0,0,50.0,,NWS STORM SURVEY,,F0,0.1,25.0,,,,,7.0,N,MORAN,7.0,N,33.11667,-99.18333,33.11667,-99.18333,PDS,2004-03-01
1167489.0,5389079,48.0,2004,March,Tornado,0,0,0,0,50.0,,NWS STORM SURVEY,,F0,1.0,440.0,,,,,9.0,ENE,CROSS CUT,9.0,ENE,30.73333,-99.21667,30.73333,-99.21667,PDS,2004-03-01
1167489.0,5389076,48.0,2004,March,Tornado,0,0,0,0,100.0,,NWS STORM SURVEY,,F0,15.0,75.0,,,,,4.0,NE,CLYDE,4.0,NE,31.83333,-99.43333,31.83333,-99.43333,PDS,2004-03-01
1167489.0,5389077,48.0,2004,March,Tornado,0,0,0,0,100.0,,NWS STORM SURVEY,,F0,15.0,75.0,,,,,13.0,WSW,MORAN,13.0,WSW,31.3,-99.6,31.3,-99.6,PDS,2004-03-01
1167295.0,5388702,20.0,2004,March,Tornado,0,0,0,0,,,TRAINED SPOTTER,,F0,0.5,30.0,,,,,3.0,NW,HARDTNER,3.0,NW,37.05,-98.68333,37.05,-98.68333,PDS,2004-03-01
1167852.0,5391153,4.0,2004,April,Tornado,0,0,0,0,,,GENERAL PUBLIC,,F0,0.1,10.0,,,,,5.0,E,MARICOPA,5.0,E,32.06667,-111.96667,32.06667,-111.96667,PDS,2004-04-01
1166632.0,5387700,1.0,2004,March,Tornado,0,0,0,0,,,EMERGENCY MANAGER,,F0,2.0,75.0,,,,,7.0,ESE,ATHENS,7.0,ESE,34.76667,-86.88333,34.76667,-86.86667,PDS,2004-03-01
1168165.0,5392984,18.0,2004,April,Tornado,0,0,0,0,175.0,,NWS STORM SURVEY,,F0,0.2,50.0,,,,,4.0,N,ELWOOD,4.0,N,39.93333,-86.65,39.93333,-86.65,PDS,2004-04-01
1168888.0,5394418,19.0,2004,May,Tornado,0,0,0,0,2.0,5.0,LAW ENFORCEMENT,,F1,5.0,100.0,,,,,4.0,W,ADEL,4.0,W,41.61667,-94.0,41.61667,-94.0,PDS,2004-05-01
1167697.0,5391563,20.0,2004,May,Tornado,0,0,0,0,100.0,,TRAINED SPOTTER,,F2,1.0,100.0,,,,,1.0,SSE,HARPER,1.0,SSE,37.55,-97.5,37.55,-97.5,PDS,2004-05-01
1167697.0,5391564,20.0,2004,May,Tornado,0,0,0,0,,,STORM CHASER,,F0,1.2,75.0,,,,,4.0,SW,DANVILLE,4.0,SW,37.7,-97.33333,37.7,-97.33333,PDS,2004-05-01
1167697.0,5391565,20.0,2004,May,Tornado,1,0,0,0,275.0,75.0,NWS STORM SURVEY,,F4,1.2,500.0,,,,,3.0,SE,HARPER,3.0,SE,37.7,-97.33333,37.7,-97.33333,PDS,2004-05-01
1168685.0,5394277,48.0,2004,April,Tornado,0,0,0,0,,,GENERAL PUBLIC,,F0,0.1,50.0,,,,,2.0,E,MC FADDIN,2.0,E,28.55,-96.96667,28.55,-96.96667,PDS,2004-04-01
1168912.0,5394345,48.0,2004,May,Tornado,0,0,0,0,,,NWS EMPLOYEE(OFF DUTY),,F0,0.1,75.0,,,,,2.0,N,LORAINE,2.0,N,32.45,-100.71667,32.45,-100.7,PDS,2004-05-01
1168912.0,5394346,48.0,2004,May,Tornado,0,0,0,0,,,NWS EMPLOYEE(OFF DUTY),,F0,1.2,125.0,,,,,8.0,NNW,COLORADO CITY,8.0,NNW,32.5,-100.9,32.5,-100.9,PDS,2004-05-01
1169013.0,5395758,28.0,2004,May,Tornado,0,0,0,0,100.0,,TRAINED SPOTTER,,F1,0.2,75.0,,,,,3.0,W,WALNUT,3.0,W,34.95,-88.93333,34.95,-88.93333,PDS,2004-05-01
1169048.0,5395111,31.0,2004,May,Tornado,0,0,0,0,,,TRAINED SPOTTER,,F0,0.3,30.0,,,,,2.0,SW,SCHUYLER,2.0,SW,41.43333,-97.08333,41.43333,-97.08333,PDS,2004-05-01
1168888.0,5394630,19.0,2004,May,Tornado,0,0,0,0,,,LAW ENFORCEMENT,,F0,0.2,30.0,,,,,,,ADAIR,,,41.28333,-93.86667,41.28333,-93.86667,PDS,2004-05-01
1168706.0,5394561,19.0,2004,April,Tornado,0,0,0,0,30.0,,LAW ENFORCEMENT,,F1,1.3,100.0,,,,,4.0,SW,DELMAR,4.0,SW,41.95,-90.68333,41.96667,-90.66667,PDS,2004-04-01
1168749.0,5393732,55.0,2004,April,Tornado,0,0,0,0,,,NWS STORM SURVEY,,F0,1.0,30.0,,,,,3.0,W,TRADE RIVER,3.0,W,45.65,-92.75,45.65,-92.71667,PDS,2004-04-01
1168777.0,5394205,53.0,2004,May,Tornado,0,0,0,0,50.0,,NWS STORM SURVEY,,F1,0.2,75.0,,,,,4.0,WSW,TENINO,4.0,WSW,46.83333,-122.93333,46.83333,-122.93333,PDS,2004-05-01
1168708.0,5394563,17.0,2004,April,Tornado,0,0,0,0,10.0,,NWS STORM SURVEY,,F0,1.7,100.0,,,,,1.0,W,WHITEFIELD,1.0,W,41.15,-89.51667,41.16667,-89.48333,PDS,2004-04-01
1168709.0,5394564,17.0,2004,April,Tornado,5,0,0,0,8.0,,NWS STORM SURVEY,,F2,6.8,880.0,,,,,1.0,NNE,FLORID,1.0,NNE,41.25,-89.28333,41.3,-89.18333,PDS,2004-04-01
1168991.0,5395391,2.0,2004,June,Tornado,0,0,0,0,0.0,0.0,"AWOS,ASOS,MESONET,ETC",,F0,0.0,0.0,,,,,15.0,N,BETHEL,15.0,N,61.01667,-161.75,61.01667,-161.75,PDS,2004-06-01
1168758.0,5393928,12.0,2004,April,Tornado,0,0,0,0,30.0,,EMERGENCY MANAGER,,F0,0.3,20.0,,,,,1.0,S,ENGLEWOOD,1.0,S,26.96667,-82.33333,26.96667,-82.33333,PDS,2004-04-01
1168749.0,5393733,55.0,2004,April,Tornado,0,0,0,0,,,NWS STORM SURVEY,,F0,3.0,30.0,,,,,,,TRADE LAKE,,,45.68333,-92.6,45.68333,-92.53333,PDS,2004-04-01
1168881.0,5393968,19.0,2004,May,Tornado,0,0,0,0,100.0,2.0,EMERGENCY MANAGER,,F1,7.0,50.0,,,,,3.0,E,LEWIS,3.0,E,41.3,-95.03333,41.25,-95.01667,PDS,2004-05-01
1168858.0,5394909,31.0,2004,May,Tornado,0,0,0,0,,,TRAINED SPOTTER,,F0,0.1,10.0,,,,,11.0,W,BROKEN BOW,11.0,W,41.01667,-100.56667,41.01667,-100.56667,PDS,2004-05-01
1168858.0,5394910,31.0,2004,May,Tornado,0,0,0,0,,,TRAINED SPOTTER,,F0,0.2,20.0,,,,,8.0,W,OCONTO,8.0,W,41.11667,-99.45,41.11667,-99.45,PDS,2004-05-01
